Index,Anime
753,New Initial D Movie: Legend 1 - Kakusei
754,Master Keaton OVA
755,Little Witch Academia: Mahoujikake no Parade
756,Koutetsujou no Kabaneri Movie 3: Unato Kessen
757,Ie Naki Ko
758,Free!: Take Your Marks
759,Densetsu Kyojin Ideon: Hatsudou-hen
760,Final Fantasy VII: Advent Children
761,Claymore
762,Hadashi no Gen
763,Hanasakeru Seishounen
764,Kyousou Giga (TV)
765,D.Gray-man Hallow
766,BanG Dream! Garupa☆Pico
767,Zhen Hun Jie
768,The Last: Naruto the Movie
769,Rurouni Kenshin DVD-BOX Special Ending
770,Non Non Biyori Repeat: Hotaru ga Tanoshinda
771,New Initial D Movie: Legend 3 - Mugen
772,New Game!!
773,Macross F Movie 1: Itsuwari no Utahime
774,Saenai Heroine no Sodatekata ♭
775,Chuunibyou demo Koi ga Shitai!
776,Mobile Suit Gundam SEED
777,Berserk: Ougon Jidai-hen I - Haou no Tamago
778,Lupin III vs. Detective Conan
779,Kuroko no Basket: Last Game NG-shuu
780,Hug tto! Precure
781,Dragon Ball Kai
782,Break Blade 3: Kyoujin no Kizu
783,Watashi no Ashinaga Ojisan
784,Tiger & Bunny Movie 2: The Rising
785,Space Cobra
786,Cardcaptor Sakura: Clear Card-hen
787,Golden Time
788,Shiki
789,Shiki Specials
790,Baka to Test to Shoukanjuu Ni!
791,Kyoukai no Kanata
792,Lupin the IIIrd: Chikemuri no Ishikawa Goemon
793,Shin Mazinger Shougeki! Z-hen
794,Lucky☆Star
795,Kengan Ashura 2nd Season
796,Gochuumon wa Usagi Desu ka??: Sing for You
797,Fairy Tail: Final Series
798,Dragon Ball Z Special 2: Zetsubou e no Hankou!! Nokosareta Chousenshi - Gohan to Trunks
799,Tantei Gakuen Q
800,Tamayura: Sotsugyou Shashin Part 2 - Hibiki
801,Ranma ½ OVA
802,Shaman King
803,Jin-Rou
804,Hana yori Dango
805,Ueki no Housoku
806,Osomatsu-san Movie
807,Kino no Tabi: The Beautiful World - Nanika wo Suru Tame ni - Life Goes On.
808,Shuumatsu Nani Shitemasu ka? Isogashii Desu ka? Sukutte Moratte Ii Desu ka?
809,Slayers
810,Pingu in the City (2018)
811,Keroro Gunsou
812,Kami nomi zo Shiru Sekai
813,Hidamari Sketch x SP
814,Haikyuu!!: Lev Genzan!
815,Detective Conan Movie 16: The Eleventh Striker
816,Black Jack
817,Tegamibachi Reverse
818,Yamato Nadeshiko Shichihenge♥
819,Bungou Stray Dogs
820,Chi's Sweet Home: Atarashii Ouchi
821,Sidonia no Kishi: Daikyuu Wakusei Seneki
822,Oniisama e...
823,One Punch Man Specials
824,Mobile Suit Gundam Wing: Endless Waltz
825,Kuroko no Basket 3rd Season NG-shuu
826,Jinrui wa Suitai Shimashita
827,Hoozuki no Reitetsu
828,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri"
829,Prison School
830,Ranma ½
831,Nejimaki Seirei Senki: Tenkyou no Alderamin
832,Yuru Yuri Nachuyachumi!+
833,The Disappearance of Conan Edogawa: The Worst Two Days in History
834,Zan Sayonara Zetsubou Sensei Bangaichi
835,Dragon Ball Kai (2014)
836,Seto no Hanayome
837,Digimon Adventure tri. 3: Kokuhaku
838,Little Busters!: EX
839,Lupin the Third: Mine Fujiko to Iu Onna
840,Seitokai Yakuindomo OVA
841,Mobile Suit Gundam
842,Yaoguai Mingdan 2nd Season
843,Michiko to Hatchin
844,K-On!!: Keikaku!
845,Sword Art Online Movie: Ordinal Scale
846,Ginga Tetsudou 999
847,Death Billiards
848,Hidamari Sketch x Honeycomb
849,Megalo Box
850,Hachimitsu to Clover
851,High Score Girl: Extra Stage
852,Diamond no Ace: Act II
853,Chuunibyou demo Koi ga Shitai! Movie: Take On Me
854,Promare
855,One Punch Man: Road to Hero
856,Uchuu Senkan Yamato 2199: Hoshimeguru Hakobune
857,Shingeki no Kyojin: Lost Girls
858,Sexy Commando Gaiden: Sugoiyo!! Masaru-san
859,Mobile Suit Gundam Wing
860,Kochira Katsushikaku Kameari Kouenmae Hashutsujo
861,K: Missing Kings
862,Genshiken 2
863,White Album 2
864,Pandora Hearts
865,School Rumble: Ichi Gakki Hoshuu
866,Tsurezure Children
867,Kuroko no Basket NG-shuu
868,Hidamari Sketch x 365 Specials
869,Fruits Basket
870,Daicon Opening Animations
871,Code Geass: Hangyaku no Lelouch II - Handou
872,Yamada-kun to 7-nin no Majo (TV)
873,Memories
874,Kimi to Boku.
875,Naruto: Shippuuden Movie 6 - Road to Ninja
876,Araburu Kisetsu no Otome-domo yo.
877,Chi's Sweet Home
878,Joshikousei no Mudazukai
879,Hetalia World Series
880,Giovanni no Shima
881,Drifters: Special Edition
882,Doraemon Movie 31: Shin Nobita to Tetsujin Heidan - Habatake Tenshi-tachi
883,Detective Conan Movie 21: The Crimson Love Letter
884,Detective Conan Movie 19: The Hellfire Sunflowers
885,Bishoujo Senshi Sailor Moon R: The Movie
886,Babylon
887,"Akagami no Shirayuki-hime: Nandemonai Takaramono, Kono Page"
888,Yowamushi Pedal: New Generation
889,Violet Evergarden Gaiden: Eien to Jidou Shuki Ningyou
890,Ao Haru Ride
891,Arslan Senki (TV)
892,Enen no Shouboutai
893,Hataraku Saibou (TV)
894,Seikai no Senki
895,Ramayana: The Legend of Prince Rama
896,Psycho-Pass: Sinners of the System Case.3 - Onshuu no Kanata ni＿＿
897,Rozen Maiden: Ouvertüre
898,Penguin Highway
899,Madang-eul Naon Amtalg
900,One Piece: Episode of Sabo - 3 Kyoudai no Kizuna Kiseki no Saikai to Uketsugareru Ishi
901,Kill la Kill Specials
902,Kami nomi zo Shiru Sekai: Tenri-hen
903,Hellsing: Digest for Freaks
904,Go! Princess Precure
905,Durarara!!x2 Shou: Watashi no Kokoro wa Nabe Moyou
906,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka
907,Cike Wu Liuqi
908,Hai to Gensou no Grimgar
909,Break Blade 2: Ketsubetsu no Michi
910,Ushiro no Shoumen Daare
911,Uchuu Kaizoku Captain Herlock
912,Tetsuwan Birdy Decode:02
913,Seitokai Yakuindomo*
914,Nurarihyon no Mago OVA
915,Ojamajo Doremi Na-i-sho
916,Machikado Mazoku
917,Kyoukai no Kanata Movie 1: I'll Be Here - Kako-hen
918,Kuroko no Basket Movie 3: Winter Cup - Tobira no Mukou
919,Hakuouki Movie 1: Kyoto Ranbu
920,Golden Kamuy
921,Kyou kara Maou!
922,Toaru Kagaku no Railgun
923,Hourou Musuko
924,Udon no Kuni no Kiniro Kemari
925,Inuyashiki
926,Detective Conan Movie 17: Private Eye in the Distant Sea
927,Arashi no Yoru ni
928,Arakawa Under the Bridge x Bridge
929,Digimon Adventure: Bokura no War Game!
930,Detective Conan Movie 22: Zero The Enforcer
931,Crayon Shin-chan Movie 09: Arashi wo Yobu Mouretsu! Otona Teikoku no Gyakushuu
932,Urusei Yatsura Movie 2: Beautiful Dreamer
933,Soukou Kihei Votoms
934,Psycho-Pass Movie
935,Binbougami ga!
936,Aoi Bungaku Series
937,Bokura wa Minna Kawai-sou
938,Ajin 2nd Season
939,Free!: Eternal Summer
940,Aggressive Retsuko (ONA)
941,Bishoujo Senshi Sailor Moon Crystal Season III
942,Hachimitsu to Clover Specials
943,Hayate no Gotoku!!
944,Macross Plus
945,Shigatsu wa Kimi no Uso: Moments
946,Mobile Suit Gundam III: Encounters in Space
947,Death Note: Rewrite
948,Kyoukai no Kanata: Shinonome
949,Kidou Keisatsu Patlabor: On Television
950,Jungle wa Itsumo Hare nochi Guu Final
951,Initial D Battle Stage 2
952,Full Metal Panic! The Second Raid: Wari to Hima na Sentaichou no Ichinichi
953,Free!: FrFr - Short Movie
954,Eikoku Koi Monogatari Emma
955,Ani ni Tsukeru Kusuri wa Nai! 2
956,Aikatsu Stars!
957,Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 1 - Tomodachi
958,Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou
959,Yamiyo
960,Turn A Gundam
961,Full Metal Panic!
962,Shingeki no Bahamut: Genesis
963,K: Return of Kings
964,Owari no Seraph: Nagoya Kessen-hen
965,Minami-ke Tadaima
966,Minami-ke
967,Kuroko no Basket Movie 2: Winter Cup - Namida no Saki e
968,Hakkenden: Touhou Hakken Ibun 2nd Season
969,Gabriel DropOut Specials
970,Chrno Crusade
971,Aria The Animation
972,Gakuen Alice
973,Yuuki Yuuna wa Yuusha de Aru: Yuusha no Shou
974,To LOVE-Ru Darkness 2nd Specials
975,Tennis no Ouji-sama: Another Story - Kako to Mirai no Message
976,Texhnolyze
977,Seikai no Monshou
978,Rilakkuma to Kaoru-san
979,Servant x Service
980,Persona 3 the Movie 2: Midsummer Knight's Dream
981,Poyopoyo Kansatsu Nikki
982,One Piece: Episode of Luffy - Hand Island no Bouken
983,Muumindani no Suisei
984,Ichigo Mashimaro Encore
985,Mirai Nikki
986,Kuroko no Basket: Mou Ikkai Yarimasen ka
987,Doraemon (1979)
988,Crayon Shin-chan
989,Piano no Mori
990,Koyomimonogatari
991,Bishoujo Senshi Sailor Moon
992,Ao no Exorcist Movie
993,AKB0048: Next Stage
994,Uchiage Hanabi
995,Tenkuu no Escaflowne
996,Tsuritama
997,Shingeki no Kyojin Movie 2: Jiyuu no Tsubasa
998,Seikai no Senki III
999,Princess Sara
1000,Milk House Dreaming: Ai no Shiki
1001,Net-juu no Susume
1002,Kino no Tabi: The Beautiful World - Byouki no Kuni - For You
1003,Ichigo Mashimaro OVA
1004,Hetalia: The Beautiful World
1005,Change!! Getter Robo: Sekai Saigo no Hi
1006,Kanojo to Kanojo no Neko: Everything Flows
1007,Break Blade 6: Doukoku no Toride
1008,Bishoujo Senshi Sailor Moon S: Kaguya-hime no Koibito
1009,Nisekoi
1010,Sidonia no Kishi
1011,Bishoujo Senshi Sailor Moon R
1012,Maria-sama ga Miteru: Haru
1013,Overlord Movie 2: Shikkoku no Eiyuu
1014,Mitsudomoe Zouryouchuu!
1015,Pokemon XY&Z
1016,Macross Plus Movie Edition
1017,Akage no Anne
1018,Panty & Stocking with Garterbelt
1019,Ao no Exorcist
1020,Working!!
1021,Soredemo Sekai wa Utsukushii
1022,Chibi Maruko-chan
1023,Girls & Panzer: Kore ga Hontou no Anzio-sen Desu!
1024,Mujin Wakusei Survive
1025,Nanatsu no Taizai OVA
1026,Snow Halation
1027,Wu Geng Ji 2nd Season
1028,Daa! Daa! Daa!
1029,Hakuouki Sekkaroku
1030,Urusei Yatsura
1031,Romeo x Juliet
1032,Bungou Stray Dogs: Hitori Ayumu
1033,BanG Dream! 2nd Season
1034,Ranma ½ Super
1035,Blood+
1036,Flip Flappers
1037,Gakkou no Kaidan
1038,Bounen no Xamdou
1039,InuYasha Movie 2: Kagami no Naka no Mugenjo
1040,Fushigi Yuugi
1041,Mobile Suit Gundam: Char's Counterattack
1042,3-gatsu no Lion: Ugoku! Nya Shogi
1043,Wonder (Movie)
1044,"Wake Up, Girl Zoo!"
1045,Shin Kaitei Gunkan
1046,Kodai Ouja Kyouryuu King
1047,Kishin Houkou Demonbane
1048,I: Wish You Were Here
1049,Holy Knight
1050,Dragon Quest Retsuden: Roto no Monshou
1051,Choboraunyopomi Gekijou Dai San Maku Ai Mai Mii: Surgical Friends
1052,Aftermath
1053,TV Yarou Nanaana: Wakuwaku Doukutsu Land
1054,True Love Story
1055,Wild 7
1056,Super Kuma-san
1057,Rio: Rainbow Gate! Special
1058,Shounen Hollywood: Holly Stage for 49
1059,Narutaru: Mukuro Naru Hoshi Tama Taru Ko
1060,Mini Toji
1061,Mahou Gakuen Lunar! Aoi Ryuu no Himitsu
1062,Lupin III: Ikiteita Majutsushi
1063,Kataku
1064,Egao no Daika
1065,Burn Up!
1066,Beyblade Burst Gachi
1067,Baoh Raihousha
1068,Beast Wars Second Chou Seimeitai Transformers: Lio Convoy Kiki Ippatsu! Movie
1069,Assemble Insert
1070,Maou Dante
1071,Kouchou-sensei to Kujira
1072,Kaze no Matasaburou (Movie)
1073,Bakuon!! no Kobeya
1074,Koutetsu Tenshi Kurumi Zero
1075,Jishu Seisaku Movie Binchou-tan
1076,Ben-To Picture Drama
1077,Boku wa Kimi no Namida
1078,Sengoku Night Blood
1079,Abarenbou Rikishi!! Matsutarou
1080,Mahou no Tenshi Creamy Mami: Curtain Call
1081,Kujibiki Unbalance
1082,Yami Shibai 6
1083,Top wo Nerae! Kagaku Kouza
1084,Isuca
1085,Nineteen 19
1086,Mouse
1087,Mou Hitotsu no Mirai wo.
1088,Metal Fighter Miku
1089,Scratch x One Piece Film: Gold
1090,Kaitouranma The Animation
1091,Junk Boy
1092,Doujouji
1093,Cyborg 009: Kaijuu Sensou
1094,A.D. Police (TV)
1095,Turning Girls
1096,Tomorrow's Song
1097,TOHO Cinemas x One Piece Film: Gold - Tokubetsu Eizou
1098,Tobira wo Akete (1995)
1099,Soliton no Akuma
1100,Samurai Gun
1101,Shounen Sarutobi Sasuke
1102,Persona 3 the Movie Meets “Walkman”
1103,Mousou Kagaku Series: Wandaba Style
1104,Oh! Super Milk-chan
1105,Legend of Crystania
1106,Keifuku-san
1107,Hitotsubu ni Kawaranu Ai wo Komete
1108,Happy World!
1109,Gunjou no Magmell
1110,Green Green OVA
1111,Dorei-ku The Animation
1112,Chivas 1-2-3
1113,Anime Tenchou
1114,Akai Kiba: Blue Sonnet
1115,Soratobu Toshi Keikaku
1116,Shinya! Tensai Bakabon
1117,School Days ONA
1118,Mitsuwano
1119,Mitsu x Mitsu Drops
1120,Kimagure Robot
1121,Kaze no Toori Michi
1122,Grimms Notes The Animation
1123,Dragon Ball Z Movie 11: Super Senshi Gekiha!! Katsu no wa Ore da
1124,"""Eiyuu"" Kaitai"
1125,Tondemo Nezumi Daikatsuyaku
1126,The Choujo
1127,Takane no Jitensha
1128,Noraneko
1129,Kuroi Kikori to Shiroi Kikori
1130,Koneko no Studio
1131,Itazura Majo to Nemuranai Machi
1132,Hero Bank
1133,Hana no Kage
1134,Shin Kujakuou
1135,Seraphim Call
1136,Pikaia!
1137,Hoshi no Kirby:  Taose!! Koukaku Majuu Ebizou
1138,Hokuto no Ken: Legend of Heroes
1139,Hajimari no Boukensha-tachi: Legend of Crystania
1140,Detective Conan vs. Wooo
1141,Choukadou Girl ⅙
1142,Bobby ni Kubittake
1143,Apfelland Monogatari
1144,Ange Vierge
1145,Catman
1146,Yowai Mushi
1147,World Calling
1148,Yoroiden Samurai Troopers Message
1149,Watashi no Coffee Samurai: Jihanki-teki na Kareshi
1150,Rokudenashi Blues
1151,Shina Dark: Kuroki Tsuki no Ou to Souheki no Tsuki no Himegimi
1152,Tatakae!! Iczer-1
1153,Namu Amida Butsu!: Rendai Utena
1154,Ken En Ken: Aoki Kagayaki
1155,Jiu Se Lu
1156,Kara no Kyoukai: Mirai Fukuin - Manner Movie
1157,Ichigeki Sacchuu!! Hoihoi-san
1158,Hand Maid Mai
1159,Gunslinger Stratos
1160,Fuyu no Hi
1161,Ebiten: Kouritsu Ebisugawa Koukou Tenmonbu Specials
1162,Da Yu Hai Tang
1163,D4 Princess
1164,"Chiisana Tayori, Ookina Tayori."
1165,Cutey Honey Flash: The Movie
1166,Boku no Son Gokuu
1167,Vanquished Queens
1168,Bem
1169,Bakumatsu Rock
1170,Saga-ken wo Meguru Animation
1171,Oishinbo: Nichibei Kome Sensou
1172,Master of Epic: The Animation Age
1173,Kouryuu Densetsu Villgust
1174,Love♥Love? Specials
1175,Ginga Ojousama Densetsu Yuna: Kanashimi no Siren
1176,Giant Robo Gaiden Ginrei
1177,Futari no Joe
1178,Dies Irae: To the Ring Reincarnation
1179,Black Clover: Jump Festa 2018 Special
1180,Berserk Recap
1181,Bakuen Campus Guardress
1182,Attraction
1183,Tsuki no Sango
1184,Toki no Tabibito: Time Stranger
1185,Super Doll Licca-chan: Licca-chan Zettai Zetsumei! Doll Knights no Kiseki
1186,Soul Eater NOT!
1187,Saint Luminous Jogakuin
1188,Softenni Specials
1189,Midnight Crazy Trail
1190,Memory
1191,Quote
1192,Turning Mecard
1193,Sound & Fury
1194,Bouken Shounen Shadar
1195,Ozma
1196,Mahou Sensou
1197,Donyatsu
1198,Caligula
1199,Connected
1200,Code Geass: Hangyaku no Lelouch R2 Omake Flash
1201,Ojisan to Marshmallow: Hige-san to Yume Mashmallow
1202,Mahou Shoujo Nante Mou Ii Desukara. Second Season
1203,Kanojo x Kanojo x Kanojo: Sanshimai to no DokiDoki Kyoudou Seikatsu
1204,Swing Out Sisters (2014)
1205,Fuyu no Semi
1206,Eroge! H mo Game mo Kaihatsu Zanmai
1207,Kuroinu: Kedakaki Seijo wa Hakudaku ni Somaru
1208,Master Piece The Animation
1209,Koiito Kinenbi The Animation
1210,Boy Meets Harem The Animation
1211,Boku to Nurse no Kenshuu Nisshi The Animation
1212,Oni Chichi
1213,Niizuma Koyomi The Animation
1214,Genkaku Cool na Sensei ga Aheboteochi!
1215,Fella Hame Lips
1216,Harem Time The Animation
1217,Koikishi Purely☆Kiss The Animation
1218,Soushisouai Note The Animation
1219,Sono Hanabira ni Kuchizuke wo: Anata to Koibito Tsunagi
1220,Baku Ane 2: Otouto Ippai Shibocchau zo! The Animation
1221,Koisuru Boukun
1222,Koakuma Kanojo The Animation
1223,HHH Triple Ecchi
1224,Real Eroge Situation! The Animation
1225,Hatsu Inu The Animation
1226,Oni Chichi: Re-birth
1227,Kimi Omou Koi
1228,Mizugi Kanojo The Animation
1229,Oni Chichi: Rebuild
1230,Fella Pure: Mitarashi-san Chi no Jijou The Animation
1231,Youkoso! Sukebe Elf no Mori e
1232,Baku Ane: Otouto Shibocchau zo! The Animation
1233,Seikatsu Shuukan The Animation
1234,Dokidoki Little Ooyasan
1235,Resort Boin
1236,Stringendo: Angel-tachi no Private Lesson
1237,Itadaki! Seieki♥
1238,Toshi Densetsu Series
1239,Shikkoku no Shaga The Animation
1240,Tsugou no Yoi Sexfriend?
1241,Kyonyuu Fantasy
1242,Ecchi na Onee-chan ni Shiboraretai
1243,Oide yo! Mizuryuu Kei Land
1244,Shoujo Ramune
1245,Stringendo+Accelerando Ultimatum Sera
1246,Joshikousei no Koshitsuki
1247,Ane Yome Quartet
1248,Pretty x Cation 2 The Animation
1249,Baka na Imouto wo Rikou ni Suru no wa Ore no xx dake na Ken ni Tsuite
1250,Pretty x Cation The Animation
1251,Swing Out Sisters
1252,Mankitsu Happening
1253,JK Bitch ni Shiboraretai
1254,Lovely x Cation The Animation
1255,Sei Brunehilde Gakuen Shoujo Kishidan to Junpaku no Panty The Animation
1256,Victorian Maid Maria no Houshi
1257,Futa-bu!!
1258,Wagaya no Liliana-san The Animation
1259,Dorei Usagi to Anthony The Animation
1260,"Suki de Suki de, Suki de The Animation"
1261,Stretta The Animation
1262,Pandra The Animation: Shiroki Yokubou Kuro no Kibou
1263,Oni Chichi 2: Revenge
1264,Discipline
1265,Bloods: Inraku no Ketsuzoku 2
1266,Ane Koi: Suki Kirai Daisuki.
1267,3Ping Lovers!☆Ippu Nisai no Sekai e Youkoso♪ The Animation
1268,Taimanin Asagi
1269,Ano Ko to Ii Koto
1270,Hyakujitsu no Bara: Jinginaki Nikukyuu-hen
1271,Yokorenbo: Immoral Mother
1272,Tony's Heroine Series: Kanojo wa Hanayome Kouhosei? Cinderella Collection
1273,Shoujo Kyouiku RE
1274,Marshmallow★Imouto★Succubus★
1275,Kimihagu
1276,Kao no nai Tsuki
1277,Furueru Kuchibiru Episode 0
1278,Chinetsu Karte: The Devilish Cherry
1279,Madonna: Kanjuku Body Collection
1280,Honoo no Haramase Motto! Hatsuiku! Karada Sokutei 2
1281,Nama Lo Re: Furachimono The Animation
1282,Finder Series
1283,Daisuki na Mama
1284,"Nee, ...Shiyo♥"
1285,Makai Tenshi Djibril: Episode 2
1286,Kowaremono: Risa The Animation
1287,Bronze: Zetsuai Since 1989
1288,Junai Maniac
1289,300 En no Otsukiai Anime Edition
1290,Hana no Joshi Announcer: Newscaster Etsuko
1291,Zton Jingai Animation: A Beautiful Greed Nulu Nulu
1292,Otome Hime
1293,Kansen 2: Inzai Toshi
1294,Binkan Athlete
1295,Inyouchuu Shoku: Ryoushokutou Taimaroku
1296,Inbaku Gakuen
1297,In no Houteishiki
1298,Cream Lemon
1299,Otome Juurin Yuugi: Maiden Infringement Play
1300,Toriko Hime: Hakudaku Mamire no Reijou
1301,Hi.Me.Go.To
1302,Oni-Tensei
1303,Kojin Taxi
1304,Gekka Bijin
1305,Green Green Thirteen: Erolutions
1306,Otokonoko ♂ Delivery
1307,Otoko no Ko Ojousama
1308,Kussetsu
1309,True Blue
1310,Shuukaku no Yoru
1311,Donburi Kazoku
1312,Daishikkin Helena
1313,The Urotsuki
1314,Tokubetsu Jugyou 2
1315,Fuurinkanzan
1316,Stratosphera no Yousei
1317,Injuu Seisen: Twin Angels
1318,Reinou Tantei Miko
1319,Flutter of Birds: Tori-tachi no Habataki
1320,Yukiyo Ichiya Monogatari
1321,Idol Kouhosei
1322,Hininden: Gauss
1323,Akebi no Hana: Maho
1324,Mune Kyun! Heartful Cafe
1325,Jokuana
1326,Dousou Kai
1327,Dousou Kai Again
1328,Darcrows
1329,Tsuukin Kairaku: Chikan de Go!!
1330,Cambrian
1331,Ai Doll
1332,Shoujo Senki Brain Jacker
1333,Choujin Densetsu Urotsukidouji: Mirai-hen
1334,Trouble Evocation
1335,Shimai Ijiri
1336,Haitoku no Shoujo
1337,Kiss yori...
1338,Vicious
1339,Mitama: Nin
1340,Haha Sange
1341,Kurai Mirai
1342,Gakuen no Ikenie: Nagusami Mono to Kashita Kyonyuu Furyou Shoujo
1343,Black Gate: Kanin no Gakuen
1344,Nosewasure: Onna Kyoushi Chuuzenji Ayano no Inutsu na Kore kara
1345,Uba
1346,Shusaku Replay
1347,Natsuyasumi.
1348,Hatsukoi
1349,Colosseum no Senki: Another Story
1350,Korashime
1351,Keiraku no Houteishiki Level-C
1352,Ogenki Clinic
1353,Houkago 2 The Animation
1354,Angelium
1355,Miboujin: Numeriau Nikuyoku to Midara ni Nureru Mitsusubo
1356,Kurohime: Shikkoku no Yakata
1357,Kijoku: Princess Double Kari
1358,G-Taste
1359,Elf no Wakaokusama
1360,Shoujo Auction
1361,Onmyouji Ayakashi no Megami: Inran Jubaku
1362,Luv Wave
1363,Kyuuketsuki
1364,Kunoichi Bakumatsu Kitan
1365,Campus
1366,Tokio Kidou Police
1367,Kansen: Ball Buster The Animation
1368,Hakoiri Shoujo: Virgin Territory
1369,Shuudan Chikan Densha
1370,Shino-sensei no Yuuwaku Jugyou
1371,Seikoujo: Haitoku no Biden Dorei
1372,Choujin Densetsu Urotsukidouji 2
1373,Yebisu Celebrities 1st
1374,Rape! Rape! Rape!
1375,Choubatsu Yobikou
1376,Hana to Hebi The Animation
1377,Suki da yo!
1378,Oyome-sama Honey Days♥
1379,Imouto Twins
1380,Houkago Nyannyan
1381,Dark Blue
1382,Arbeit Shiyo!!
1383,Septem Charm Magical Kanan
1384,Maro no Kanja wa Gatenkei
1385,Chikan Juunin-tai The Animation
1386,Magical Twilight
1387,Gibo
1388,Heisa Byoutou
1389,Daraku Reijou The Animation: Hakoiri Ojousama Netorare Choukyou Kiroku
1390,Dainiji Ura Nyuugakushiken The Animation
1391,Rasen Sokou no Dystopia
1392,Mei King
1393,Grope: Yami no naka no Kotori-tachi
1394,Innocent: Shoujo Memoria
1395,Ryojoku no Rensa
1396,Natural: Another
1397,Binetsukko ♭37℃ The Animation
1398,Seikou!: Osananajimi wa Terekusasou ni Uso wo Tsuku
1399,Kounai Shasei
1400,Senya Ichiya Monogatari
1401,Kakyuusei 2: Anthology
1402,"Papa datte, Shitai"
1403,Kansen Sodom
1404,Kagirohi: Shaku Kei
1405,Pia Carrot e Youkoso!!
1406,Inma Youjo
1407,Onna Kyoushi
